,0
0,0275740306913308
1,8345298181434561
2,8732531948603070
3,5835673385014578
4,3083628377406351
5,0107443653772269
6,4525265173613927
7,0305007181787906
8,4959770471560277
9,5271094336884473
10,1708091005243341
11,9370386307411916
12,4712468517408225
13,1144266495720148
14,5255639474753759
15,1628781810782139
16,5237998905026010
17,4911087156577247
18,2466501217380597
19,2393503669129057
20,1346680801367111
21,8998937158872406
22,7947714302950574
23,5051118752980903
24,1304040199380156
25,8463458737785676
26,4827144998793708
27,5470485171881359
28,6443244380596194
29,5937451086819923
30,7456235597127456
31,2236330132553226
32,6739735737794508
33,2747150211073176
34,2365059843175411
35,8715792903466120
36,5343212477106568
37,1635197498453054
38,5341266147978209
39,2665211298584751
40,4359793845820339
41,3099569729964550
42,4002474277060061
43,0540870380815135
44,0164067095554570
45,8520043515434606
46,2163698776105146
47,0774809439237135
48,8928414093493138
49,3645486282001832
50,5572269831914055
51,9595917441407045
52,2291552542715323
53,9373445899762688
54,4151544991447365
55,9710960477270791
56,0571678709945880
57,8927034737135531
58,6575628569660162
59,2225977664095899
60,2988437176012972
61,2835897475180267
62,9223776544881741
63,1645884955155770
64,5706200091973418
65,2090018228785477
66,7446126566413577
67,5072630975779407
68,9871583737296654
69,0094007714707651
70,4303587017025599
71,1716020620865231
72,7424727996189469
73,1043712269063192
74,2482763145819602
75,8761079318223326
76,6500432536491071
77,7930540518087267
78,6724474842271778
79,5767899024347177
80,9374550818298328
81,2927772536168456
82,6638697951841821
83,2994208795860340
84,9552266727000209
85,2351082986169976
86,6754370858970456
87,8894513268293611
88,3793220006465212
89,8796668741094021
90,9965133958814120
91,3734692797952740
92,5187902541390363
93,1348043684936795
94,4568109140874315
95,4888469107863020
96,0721061597051321
97,0356536062945134
98,9039273079632174
99,5235908630509803
