,0
0,5856832655059418
1,1441035148021341
2,2226590630777569
3,7736310371948014
4,7480418100713613
5,6132560404570245
6,1989662459244838
7,8227343574719659
8,5053436154491932
9,2558900431930326
10,9416515750429105
11,3120810650181134
12,4294161599213457
13,2344195470037047
14,8047970196564327
15,6621694868955641
16,3685727212130573
17,6895446047430585
18,6438010553186114
19,9646706190980717
20,7854330137879524
21,4411670211010251
22,2571168548572957
23,2183693074268993
24,1392335366884977
25,2520398649906832
26,0676872399141537
27,9578817244971299
28,2333794966860226
29,2743748135395821
30,7377287081749624
31,8755693197714639
32,4728734263109138
33,5515247461567730
34,4851066236718168
35,2980425786626151
36,5887613029010941
37,5768000922241088
38,2307030217313383
39,4069317815405984
40,9971202585286967
41,0915732258069388
42,9867808000721457
43,4185336840395722
44,4603633364355463
45,7452085194074257
46,6515283771960950
47,6960131838271951
48,8990840386121636
49,6034251420222926
50,6196081550581346
51,5133375697266421
52,8991062042568398
53,3459819354945294
54,7950825762365762
55,7363206320020147
56,1883532419933775
57,0557373983746122
58,3664894923683999
59,5243400519522686
60,7436135069574190
61,3457219624656691
62,3485147800868305
63,4988966386848759
64,4620650316029248
65,4384542921487258
66,1649425369822917
67,4453501982017476
68,0764729178520349
69,4839214907972946
70,4102044100700526
71,8861097282658615
72,9178546039848839
73,5321313558714462
74,5651552109380543
75,5535161949639969
76,3087447388007700
77,9406653724224547
78,9646923479627457
79,5962449538872950
80,0054109088430967
81,1901180413775034
82,6129587291049735
83,0814854098256062
84,3092151856113795
85,4655532473617635
86,3347815035685882
87,6207084434110255
88,6809125371733700
89,9116864917971678
90,2195178556332713
91,8555609827722273
92,6853282947752662
93,6791741300547846
94,5135005921390643
95,0543546857869709
96,2883331787707769
97,7441669258580942
98,1846451973964102
99,9359055581511557
