,0
0,8645866158372993
1,9025995206260148
2,9967071085032117
3,5997264614569359
4,1264392056208305
5,0373061112091020
6,4139866243228811
7,5368167403557640
8,4633208963731416
9,1300637945942184
10,9350051533251914
11,1339716092644256
12,0569614713880200
13,5060331747038283
14,6309436191619392
15,8194466311190528
16,1973878827354750
17,1619457118609875
18,1885352323857497
19,7199331941689392
20,6939849851265986
21,0589484713269268
22,4817632811350748
23,4601263005352005
24,1108123149450043
25,2549429945056626
26,5719239270509869
27,3376142410575714
28,9383258845813764
29,3015004307520493
30,3355559305779367
31,5498671040366171
32,0375372674397504
33,4821647130155663
34,2142163449017349
35,5742667148140131
36,5749867348642906
37,6448722653761487
38,6021252419486141
39,2495323064167358
40,9581543042568686
41,0471422400500456
42,5519410366543048
43,2866806723847425
44,3814921559949687
45,3166198706411520
46,9771967944780464
47,8528934713225115
48,6929312070167544
49,1804139974512679
50,2324553070768369
51,9383834641490219
52,4319857207780845
53,9936738986379245
54,9220842816771782
55,4417199161474868
56,5269711866444667
57,1545155828572491
58,8614370501134799
59,1459858386214202
60,6228787517317376
61,3821297511662902
62,5900576762082210
63,8508902134177173
64,2876306500608227
65,6696856383237372
66,6006866847201347
67,1349310682644311
68,4783317249717380
69,9519124723043154
70,5026756555102333
71,1527293281181776
72,5166112825353244
73,4159353159721979
74,3897627554738983
75,8616590420890318
76,8199384500642892
77,3089267112799415
78,5370222318394867
79,2985082775320220
80,4541879664763473
81,0339273884243637
82,4861897515540913
83,0128415670124607
84,6801067322823031
85,3720471048962342
86,0834668419587001
87,0411097768343762
88,0009613666274466
89,4352313321441444
90,3556626073563379
91,9086942443411513
92,1995273890709490
93,4510030843430122
94,8683914780987242
95,0543757051084793
96,0357396942336587
97,4703015447173949
98,5804506385505435
99,3354714475605729
