,0
0,8352745170435172
1,0901521368129412
2,1339300436604084
3,8699171075880935
4,4062327408011994
5,9511067342067027
6,2921596575208159
7,2268635568464108
8,3524890504250775
9,0135765503963553
10,1167002559755432
11,0601216568829240
12,6316012260769979
13,5706646229958665
14,4651814546820796
15,0585283327853481
16,2381136403879304
17,2601223738643043
18,2546845381232555
19,3302216368941503
20,1361522424662664
21,6312739422908628
22,6721441488482076
23,4195343422847965
24,0425151719064564
25,3582992747972651
26,8528629106397028
27,0076640418969266
28,7063856452054362
29,8018472707325963
30,8590492866942091
31,1420784392366957
32,4695065634049566
33,5840732667923853
34,8907425950833384
35,9977308493978643
36,6461673057467882
37,1009956459333986
38,4041211770858318
39,9692020023009222
40,3675184875556882
41,4882090058522429
42,3412816427200150
43,6972514900650758
44,5399271067394555
45,1249313747086140
46,1351748125964309
47,5420701895494855
48,5455563158125090
49,3509643250919547
50,8688694657606654
51,9028595280598723
52,5669240020541721
53,5239770862862966
54,4864235186730870
55,6811505291997911
56,6925549508843228
57,2458995014564228
58,0990182192329160
59,4016720596063058
60,8104143593771412
61,4274059403069528
62,0613930893164832
63,4482652690766445
64,3850836744210522
65,0730727299854995
66,4644477598437680
67,4312424318522021
68,5520264426241131
69,9161998311900474
70,9333015140693096
71,6869396953297183
72,0674791189757357
73,5811068817217953
74,4602365265261727
75,6737908359436459
76,5228846314663888
77,8076277212019178
78,1504621070252946
79,1253046260139699
80,6894772390008326
81,9622051867672434
82,2013094835500963
83,1588571859201066
84,2032317380293711
85,3350166863853054
86,4947186824317781
87,9995669625550028
88,6842729418746590
89,7057449448661416
90,6917610534427322
91,5543774684916326
92,2276051145668551
93,2468028807671937
94,7741639747504589
95,2100803133131350
96,9421751922437956
97,7121998100717120
98,1681880375960859
99,2106122979359662
