,0
0,9208665857677299
1,4014435019322019
2,8241616541962120
3,6118325967319836
4,2836764800084585
5,0614021283361265
6,7755575665771807
7,8526972544759357
8,5769183900819062
9,7108658702390112
10,8391579922979824
11,9059654634446193
12,4764567803713647
13,0692054922396098
14,3801068142714690
15,1817695469772873
16,2979125182455792
17,9412203866529126
18,3897283209013869
19,2097908108919241
20,9130022476352844
21,8056347635021792
22,9512798757714471
23,5131993649526120
24,8856812652169427
25,5361181196979714
26,0327604133933774
27,4648436798023532
28,3802687148526312
29,9672130191987782
30,3245244633869418
31,3684922991380169
32,8869121357039602
33,1305553577433058
34,1169636505222013
35,2708166790176772
36,6076041032476178
37,4480391615032730
38,8335609053140818
39,7718816128860614
40,4198947182501852
41,8895104736732511
42,2180399103885430
43,4268492948743246
44,1694260923221276
45,2765185142133152
46,0307356330748427
47,9699640984791832
48,3720386635237171
49,0322020541055900
50,8471949500798737
51,3033400086575581
52,4286197300821438
53,0557032915436592
54,6882391059348792
55,9500627847688925
56,7958786029463633
57,6077034261042350
58,1985180219976217
59,1345781867765758
60,4144409737965759
61,7278957200601514
62,8336765967978370
63,9244474518505985
64,2492316971242051
65,5456423540789233
66,0446078331070694
67,1354675344575030
68,5617755960866690
69,8793951581697655
70,6218095707596245
71,2592534383776059
72,6377105744231862
73,3921888911294306
74,2757009040611202
75,0103383524288212
76,0323845315267858
77,4909755821591847
78,5996890400232803
79,3189560061312056
80,6626560211625200
81,7900329420425065
82,3387689737905740
83,2337013251653111
84,7309892738683344
85,8278273904187275
86,0884149595277368
87,5601388085745497
88,6901308927476062
89,2978847453165582
90,0129810966268826
91,2502752385941894
92,3647704384239600
93,2658713839253664
94,4639182314496015
95,4083529945084209
96,9676833435314493
97,0431050314405943
98,3993371403885030
99,6318695398971643
