,0
0,3405418847290218
1,9953361052942820
2,6740018257272418
3,0039310040138543
4,0003350901000829
5,7884742100487918
6,1168989222280325
7,9406649599736742
8,2969689646961586
9,2575554403814311
10,2414938366375414
11,4193860852876287
12,8406550065682773
13,7168808484517999
14,6382966782640472
15,3355141192938134
16,5140029926897824
17,2090092482708410
18,9873075052052995
19,3913050752928325
20,8752453650114092
21,0646306287841968
22,5167484637971756
23,3339235404578187
24,3867411698026346
25,8153025668900773
26,4147198882685212
27,9809067210967192
28,0735654567907174
29,0221968239264826
30,1783272660304122
31,0551553230462531
32,6879546236123358
33,8718370108324505
34,1717374119348644
35,1973278666980323
36,2302314954133011
37,9980971361333147
38,8795197544874093
39,1184349463710551
40,4682681031761427
41,1887455293444778
42,9600140904712115
43,0853815443012893
44,5631386564754689
45,6056793173053386
46,9093880214338747
47,7059066677001387
48,0364887644912747
49,0996045524655563
50,6812007302468537
51,5123602572479168
52,8488760386226790
53,7962572093080554
54,7743699562476490
55,2341866067511648
56,6726675305706341
57,0642035344132742
58,8797685933461323
59,4808617538189330
60,8146122736393267
61,6685666727183074
62,3454401627877927
63,6388053331640145
64,8839343621880140
65,4718720127971532
66,2929963416385218
67,1085274416109765
68,9215380992363561
69,3197500103141618
70,8334569742943322
71,9375639768929991
72,9465571695962929
73,7581282834093314
74,9354332909468393
75,8212550476765235
76,0001885194916158
77,4736689569569454
78,9818597076971227
79,5269818925304242
80,4262052850670342
81,8887641213110093
82,3874168724032825
83,8769804694444711
84,3541527557611037
85,8062611479303200
86,8150152523011688
87,3830155707659519
88,2342739419247924
89,0873496251879638
90,6130644232718610
91,2051616130490628
92,3449332914008817
93,1500695593391363
94,9828116606137239
95,1015001063418091
96,1121528839527110
97,5441748234108694
98,1521815731111261
99,0149879668454764
