,0
0,1623888309974862
1,6465644730012473
2,7064579792237750
3,5055126579468463
4,1992108703603111
5,6685666727183074
6,9292277008640466
7,0256126734685935
8,1353862414532005
9,7115064118881203
10,8355884296691738
11,1449605928537533
12,2072476094919725
13,7199755730477708
14,3811009207158711
15,2748515666391074
16,7174920127817318
17,3740903204981170
18,5999622609037852
19,6339561326164124
20,4762029784021248
21,6842814109890383
22,0461451015026948
23,2081545253471652
24,2129326437841299
25,7034421658733755
26,5802743461244907
27,1953180303248733
28,6660342017209730
29,3824759610411548
30,9005813884698823
31,4908250087435573
32,7644241125976321
33,3692327022703488
34,6430129533142328
35,1526528881898399
36,2341866067511648
37,2132187008397683
38,4430532090643829
39,1033535233333113
40,3167458244674160
41,5727620465127101
42,6294677150428030
43,9284998295588057
44,4785631459929035
45,1028151705135221
46,4616080650279561
47,7219345131875772
48,5850453468994497
49,4897726772361601
50,5631386564754689
51,2195090548621158
52,7587820218247348
53,9591632153788667
54,8408342161473267
55,8132847165466920
56,7225675813566195
57,1524800505426143
58,8046282601245273
59,2462669166872670
60,4726949697973381
61,6298775450874291
62,0477045906733254
63,9450460842293932
64,4741480538883395
65,9222249281656947
66,6309884585355966
67,2461255030745891
68,7377787166073311
69,8810094509548250
70,4262052850670342
71,2558400549506524
72,2325513222088331
73,2241377641978814
74,0648590779429965
75,5000032662280310
76,0184424645432858
77,5425946423248431
78,6782273139275680
79,1011936727324620
80,8492570672786593
81,9274242771803008
82,0126829192805579
83,2828994993784363
84,0690104281840410
85,8442186808915345
86,1117896124904968
87,1762041788112837
88,3872050473238370
89,4613001301744682
90,7749901045609610
91,9465571695962929
92,7439835037769777
93,4808617538189330
94,3603810130381168
95,3761585497791105
96,7272815954622994
97,0839384384588687
98,0742447443530425
99,1820487447148268
