,0
0,0839384384588687
1,3335844675689429
2,0477045906733254
3,0413552050308341
4,3824759610411548
5,0128404227626176
6,6660342017209730
7,4636988573211375
8,6142558410927273
9,8875928930712027
10,5585447265065855
11,1313497098151734
12,5205312713550726
13,5235310505106817
14,6310868104861653
15,6616948343647001
16,8276302402805618
17,1531713258988427
18,5891759417207111
19,3848385134920367
20,0187547195548392
21,1387542930355919
22,3603810130381168
23,3181888189086405
24,7661737809414762
25,8965339627815488
26,2462623168172176
27,2562793611808071
28,8521603444193259
29,5962864088565037
30,8456612999765726
31,4249745412538721
32,5646145895012774
33,7541486051032916
34,4536569227457168
35,2788994473724424
36,1333845337012256
37,7164983612113282
38,2748515666391074
39,7821610349128835
40,8538761803577291
41,0648590779429965
42,2986573450358373
43,5692825410779014
44,1907009763960478
45,4490674057492872
46,5378800627543781
47,1970035706312277
48,1002230820162670
49,4911355639660442
50,4474590524160766
51,2728337803011388
52,8353206673415560
53,9435253973268969
54,7679840055825288
55,9165109840414837
56,3727635178947713
57,3794241680729178
58,8089333823109715
59,7923944433659347
60,5618495903090773
61,6442201572676110
62,6223736915475183
63,6995231342468895
64,2577657690021566
65,4762029784021248
66,1713831308461293
67,4755946475264985
68,1082603694267325
69,4028993334703256
70,4786004407933399
71,5339777769157217
72,7477661587355470
73,2331953711858907
74,0581949996647434
75,4093653182381054
76,2750728168418179
77,3107128880946249
78,1788174638876714
79,9051448517375421
80,9450460842293932
81,4197266977644156
82,3761585497791105
83,1118405999427008
84,5061261000226463
85,3179264934205423
86,6196357646157819
87,3784094744916006
88,5808742759143520
89,0654072766003910
90,0517841867884236
91,7275057980870698
92,6149477863429826
93,2647529909397336
94,7447944106455097
95,1632065399563444
96,3167458244674160
97,0861103148262255
98,0935712216945804
99,1966638146185479
