,0
0,9321207467844601
1,2446086662055314
2,4455422053321491
3,8371851068257049
4,5590467491446473
5,0857548048856031
6,0120074686860053
7,9362702262041806
8,3844163615124176
9,5971400261618183
10,3872050473238370
11,6123811912250634
12,6003651532018095
13,7239267596119717
14,3744848219239914
15,8264268060930879
16,2158584413298259
17,6044618188125307
18,8719580736249357
19,0835259939054891
20,5874801817928073
21,5765020884056943
22,2004647037137301
23,3692327022703488
24,0516745823012125
25,2961645329761650
26,4453672540711904
27,8882084525542926
28,0714157996169290
29,2558400549506524
30,5571899755175457
31,9205662588542783
32,5868655333545172
33,7294174204296739
34,0978837964647017
35,9863249995224235
36,6345440666273561
37,5618078551561118
38,3846360539727867
39,8902002461422112
40,1671875455751185
41,8594246013269311
42,3049512216393338
43,4841596242259728
44,7194205256185786
45,4430532090643829
46,4376327572484778
47,0353068309348963
48,2310936382086654
49,2885145995086459
50,6899353560628046
51,3059723520472948
52,8233274580269481
53,4746511137641620
54,2325513222088331
55,1182565752545891
56,5758002665003353
57,9565465836878202
58,8933426786889410
59,3365986246570000
60,3089852482406270
61,0321621521990320
62,1019505555117852
63,3146063061089997
64,4496249071363237
65,5498036360601584
66,8273833711093081
67,6679560433289862
68,0789733989257294
69,7979209848071504
70,5901248667753975
71,4994339816158390
72,6068441497706130
73,9260792624083196
74,2462669166872670
75,9706160091236914
76,0041843905239864
77,6215183415501835
78,7485134644744641
79,5187181156228197
80,8467140172529712
81,0408209083350066
82,0112082005077236
83,0464152494769261
84,0659408656635728
85,6448216748598848
86,3744329382300316
87,9703935030655278
88,9202540411518668
89,8472079174657098
90,5005514832873485
91,3623617560642333
92,7012069649140656
93,1260730935714266
94,5773862679226891
95,7359605517746490
96,3103088504501213
97,9824170107078686
98,6519778170597549
99,3951044941641782
