,0
0,6981448637456391
1,5642915270924367
2,3097898945075293
3,4598537010242642
4,0543081555633400
5,8824980885829386
6,4158685235743119
7,8408342161473267
8,7789092626656746
9,8193800922148980
10,7208310624603716
11,6079878144133821
12,7869808921788205
13,1901733198724508
14,9837518557895318
15,9045006667266588
16,8810347636088336
17,9171815778534257
18,6212166433015570
19,8323910235303866
20,8787938814763089
21,4796921913434370
22,7587364902315185
23,5793929244314712
24,8901640283482955
25,1526528881898399
26,2430062237829411
27,8790852022120851
28,9622285360678246
29,0274178372961922
30,1250229850106551
31,1693373280415699
32,6530532752645263
33,7655568160453478
34,3260989033020920
35,5714254437228167
36,5263880569990712
37,1386670520349091
38,3206924209579873
39,2217603411366219
40,3219849017307453
41,4977281532475622
42,9224380586557664
43,3254990612451836
44,7752341440632617
45,9046568126515860
46,8106394597196826
47,8500335016228874
48,9710472636673874
49,2908589410457132
50,9832648827661734
51,1008924786363328
52,0981121292868485
53,1574008360415424
54,6165339279159262
55,9725501529378304
56,3660309781043730
57,7083138942956290
58,6477397959081311
59,8353665516869340
60,8252075995504939
61,4760934203514343
62,7941927299314984
63,0567585090638338
64,3555567955507382
65,7784197682091397
66,9741441747880907
67,9681523650699681
68,8916191109480157
69,0492330410079141
70,1804846635564396
71,1569228929685657
72,2256328599939923
73,7039328264620392
74,3811009207158711
75,7250195328752808
76,5713345383835064
77,1855174964691600
78,8597370080049662
79,6256387668512649
80,2891705696645235
81,6983900937588878
82,7396642409919663
83,5329137760546794
84,7978506587649294
85,0700137809969252
86,9274242771803008
87,2006272256799450
88,0310068697989712
89,1279824839196223
90,2072476094919725
91,5724573734505786
92,7296504571151719
93,8122304125536893
94,4785631459929035
95,1028151705135221
96,7219345131875772
97,5850453468994497
98,4897726772361601
99,7340307576119827
