,0
0,9846018023731358
1,2591062529781762
2,7156553324874491
3,6990571435444630
4,9935354654905236
5,8170340841263573
6,2740849187057682
7,9322843008905265
8,0046739385454383
9,1936043014736292
10,3930208872786500
11,6960470053037905
12,3986180654145127
13,0383834501086115
14,1040231842718937
15,0292808701672231
16,9251787953915517
17,4253838966347741
18,0868977096675534
19,7536790303553172
20,9144397057187300
21,4780489355307755
22,4817822258198328
23,7773018491471788
24,1835846543912999
25,1003011436001008
26,5790541670952158
27,3753808391376478
28,9969764946296770
29,2309220985643999
30,9068052682710941
31,3708368867452889
32,3986122703645318
33,3405428972303042
34,5144730275745518
35,2248567464602970
36,6170219996850906
37,4542068707177097
38,5790217321138140
39,5958580790133520
40,2136562526267841
41,0157609658246739
42,3263835431496782
43,7931858122399331
44,7550994081863700
45,5159262500555712
46,5352202573169558
47,2595018372061205
48,0455778873749925
49,0591884301805680
50,5651616479126344
51,4014859991024684
52,0039836167659650
53,8596465020613445
54,9556738277476279
55,3149929057352643
56,1003535723082551
57,2964979009631467
58,0872120689381449
59,9822964162765115
60,5429275286295501
61,0004510508828540
62,6928253758100662
63,9361477493709726
64,2123849161251302
65,3949731399823239
66,3860915077534516
67,5034451123099716
68,8618739762906389
69,8192964010884462
70,5479814788308057
71,5635983022553950
72,3545257559534992
73,6497790579704211
74,3198521143047615
75,5604517186200940
76,9659567194527216
77,8043325346556259
78,3203712465096936
79,6538341799051577
80,6243305708179801
81,1677000967927092
82,0117954518807172
83,9479420856670926
84,3565768281344086
85,8848818321253108
86,2427136775530873
87,7301494352809698
88,9481043825318572
89,8870990485069821
90,4424257281862337
91,9127577198387019
92,1805687336632729
93,4781821120240826
94,9963880674159036
95,1650878432128571
96,7332332124912958
97,9501907577020110
98,9998509212446471
99,5196604770480188
