,0
0,9953503354410892
1,4945608487209026
2,4912887637996388
3,8303310223968323
4,5408864375841292
5,5544305606838748
6,3256407849237662
7,9813043806825827
8,3041110572471417
9,7327712805101952
10,3005228142189797
11,4768528057390837
12,6987761145766931
13,5476942147520772
14,8206427476887399
15,6580031598802359
16,8164811113430157
17,4558270749970982
18,3614416302948755
19,8435119610460505
20,6727861982577995
21,9302378498228113
22,1354171913325490
23,1723682031512526
24,3283691152621834
25,9782517948999001
26,9957455292822908
27,1905658984794380
28,0698164500481055
29,2782964116305880
30,1145031222379895
31,5041497500746910
32,3282818791678178
33,9415339655312598
34,9274887847308980
35,0936619055402651
36,7813920073738394
37,4525318283387445
38,7696623737124766
39,0439237812713028
40,0327278545956951
41,0665687834644535
42,9068398878906966
43,3025583084190459
44,8069968725274863
45,7966349169282107
46,3365839945454464
47,0406230537993999
48,4882075434910786
49,1083095899810595
50,4105225659516241
51,5953158811160883
52,5856886108149713
53,9549195212952852
54,9801659268600510
55,4962367580602499
56,6519044646925698
57,6146541063955881
58,7195033535563005
59,6535261865044902
60,2413313961215302
61,8240034013281714
62,7729810566472220
63,6078282675404939
64,5719813884063445
65,9797690885662688
66,2794753357251149
67,2705233211612041
68,1312049227898761
69,2716101594216445
70,7741826884583892
71,8861113007032888
72,2804492308015336
73,6639164567036709
74,0084554486502562
75,3732563704810366
76,1230433358991861
77,1785625100073849
78,3804524008866585
79,3041726727660959
80,5721938287561420
81,6119671014416126
82,3436756337251449
83,2986740584365533
84,6411632452302261
85,1422649308786381
86,4304478309284161
87,7099552648443143
88,4271669335170532
89,2246903005745997
90,3513361005993699
91,5143270196084477
92,9347611775017844
93,9947970956273757
94,9071551767043294
95,7710601501267719
96,1196961469104964
97,2579577549150613
98,5945425658332294
99,4240896741309427
