,0
0,3641356939660511
1,5972522149974965
2,0790397989788798
3,5213035069793195
4,3442332785666908
5,5179092743729595
6,4393381414254469
7,3555375204115895
8,9115197720744520
9,6424824512360401
10,1760765397044137
11,5121360004451480
12,1876245161372968
13,6281797821607307
14,6961824868832863
15,1294753264777570
16,9520110809903265
17,0062882509525303
18,2304861163249517
19,8769055741372512
20,7525934473290213
21,2409980059036490
22,5272465600720220
23,8288733951324759
24,5623881752715097
25,3706472168485049
26,2082288775452202
27,4732077027196795
28,3406787545997811
29,1133782139823142
30,3088783002373165
31,0367690077465707
32,9103545004507135
33,7987631644764691
34,4436295285744827
35,9831871479916100
36,0959256350186452
37,2407012834433865
38,8633387185514637
39,4751883787176824
40,2634254790193199
41,2278938806399796
42,3890234334285222
43,2079413708181379
44,0017683968952439
45,5157393173050104
46,7688587931428505
47,4191011304306773
48,5879559830669521
49,4300081489772959
50,2966846406062836
51,8122090133040292
52,2540731936765059
53,9534520176831048
54,9913976858153343
55,3977567032725249
56,8587187200058779
57,2804652028967760
58,5359830630792253
59,5681812218970006
60,8046323381024563
61,2655188380550167
62,2745561485410482
63,3020775163633086
64,0784513398355348
65,3836561236677162
66,7271555229443404
67,1181379224202943
68,0216229039021964
69,3589064971368456
70,1632438969296293
71,2560496153427299
72,8275401688702343
73,5717675257150655
74,6420461345651715
75,8538270961609589
76,6899039917978179
77,2777238078519684
78,2713863162853812
79,2790158217446989
80,5972722112132617
81,8877955719958534
82,7737220048653389
83,3677902255431448
84,6119482284286728
85,4536440727635518
86,6798572516594828
87,5674769467194304
88,9207626698448838
89,5667161118152617
90,3673850808739906
91,6423311971848669
92,5376678084716817
93,8347426074504871
94,8424786953911830
95,6071237996317830
96,5551042924769063
97,7081349017203771
98,5460513027485956
99,8747056053837544
