,0
0,7925856179663459
1,0848753739177094
2,2660354136462141
3,2299482974898214
4,6297361141719296
5,6109934867488775
6,8243382046974477
7,1748393426314227
8,5056497474649400
9,8801080897723883
10,7156122904898662
11,3506920291365537
12,2087228956469914
13,5707957381561914
14,6200553304840204
15,3554106124561773
16,0302090618069167
17,9842550682161250
18,0757480117222839
19,9727122203219263
20,0107650999179311
21,2934510984503951
22,3531342149752867
23,7989392149441477
24,9745413680917763
25,3264480044529380
26,6545543173378090
27,8454553859685834
28,8033606057154785
29,1670738049534162
30,6085150808596076
31,5031174509881639
32,3419234892094976
33,7924943904858752
34,3952402859396993
35,9974823066634212
36,7794111440646268
37,8344194525615133
38,1016320998962875
39,2889346603900365
