,0
0,5553688290821141
1,3080561590070431
2,5601953449438942
3,3475337353676349
4,5493721457619980
5,6919553833211231
6,9770069078554162
7,0511367232955579
8,0755911963095862
9,9017455655255061
10,7869963100403994
11,1787526384833274
12,6165696309038028
13,5522921433940881
14,7806610722907256
15,6373169065369486
16,6004164272065803
17,4787268954488040
18,4272527637495748
19,8037054732461325
20,7644756660823271
21,6315186407922891
22,8554444599739699
23,9064405930835578
24,3232545663322376
25,0887238451552545
26,5798832173995196
27,6991513208754620
28,8139257279715471
29,8910557213253128
30,6609116302763363
31,8271659856741715
32,0335447705890131
33,3081112950297594
34,2355198543101450
35,3037537412243787
36,8054342158614782
37,9815468658083450
38,9924379303292356
39,2457247935703929
40,4452075001099749
41,8014126811283124
42,5984303662039912
43,0868133657405396
44,3699315472815625
45,5488672627941326
46,9905086086253867
47,3276653731957888
48,3965328361563422
49,3474246821206609
50,3884092565521453
51,1829404142441594
52,1357887401899097
53,5671580360415081
54,0060989785573065
55,5566353304529422
56,2149664608521453
57,3027347445652264
58,4922142296922435
59,1476417303065197
60,1234565160573730
61,3399199544607195
62,7503865274831337
63,2403301930094419
64,1065317162866080
65,1917359676356798
66,2626033210573145
67,4102309176261051
68,5722721476354670
69,6578369137288612
70,3752790499157008
71,0764964194992088
72,0833667862532867
73,6043815817375763
74,8347530273011693
75,4956083758788367
76,2757706066808127
77,8623512462352869
78,7919458640967456
79,5813316486903447
80,2362482510747681
81,5904522485457534
82,2285426292603416
83,7819653999314901
84,8488594585281010
85,9005971441891787
86,1447954471683870
87,4529722536798043
88,6420338928006265
89,0764679217546000
