,0
0,2110127065416697
1,6495240035306074
2,3559231645451434
3,2274011017142031
4,0771724992908427
5,0610853022324361
6,9867636928092492
7,9794813977231934
8,1428637808064409
9,7159637189296890
10,8647243878678518
11,8877272658065995
12,7565192274317470
13,7856703867955956
14,9411189761783232
15,5899928488950741
16,0398657255645016
17,7747851025823425
18,1720274079306064
19,7662796111326087
20,3264748971027585
21,7691467467042656
22,4512261018429681
23,6682146998710900
24,0039256396322918
25,9735784382205582
26,3769615284109447
27,3669322041194714
28,3059175688114916
29,6856828873812604
30,1025598529469393
31,9135538820816061
32,9358511568098561
33,9855534451908219
34,0339375192824635
35,9417286617377998
36,9089204821424223
37,3193435909206442
38,0417073418822973
39,5508865855321722
40,3378038791036594
41,7598434387418698
42,7932825341116352
43,8418729116626386
44,2522985431702727
45,2454447846752426
46,2353490740859588
47,1422895308009825
48,2608560883389574
49,8919503255281132
50,6405066726523936
51,2256167799437118
52,8006653453139072
53,9833768521859653
54,2150558011507981
55,4426830285523015
56,4551062743677069
57,8993340017173692
58,6687355709603379
59,6300661358038320
60,2714004273523549
61,2679184234958431
62,6256541728060383
63,0685340886402006
64,8927783174928205
65,7035545485084138
66,4670096853727080
67,3666476073749268
68,1272957108821414
69,2617102524876210
